ssid;bssid;channel;RSSI;security;hidden;time
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-50;5;2;1609459239
b'eduroam';b'l1\x0e\xba\n\xa4';1;-55;5;3;1609459239
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-65;7;2;1609459239
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-52;5;2;1609459239
b'AAU';b'l1\x0e\xba\x11\x86';1;-81;0;2;1609459239
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-51;5;2;1609459239
b'AAU';b'l1\x0e\xba\n\xa6';1;-53;0;3;1609459239
b'';b'l1\x0e\xba\n\xa5';1;-56;0;1;1609459239
b'';b'l1\x0e\xba\n\xa7';1;-49;5;1;1609459239
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-62;5;3;1609459239
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-62;5;2;1609459239
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-61;5;3;1609459239
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-61;5;2;1609459239
b'eduroam';b'l1\x0e\xf3U\xe4';6;-59;5;3;1609459239
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-60;5;2;1609459239
b'AAU';b'l1\x0e\xf3U\xe6';6;-59;0;2;1609459239
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-60;5;2;1609459239
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-60;5;2;1609459239
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-60;0;2;1609459239
b'Bear';b'\xc2+\xf9\xcay\x07';6;-50;5;1;1609459239
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-76;5;1;1609459239
b'';b'l1\x0e\xf3U\xe5';6;-61;0;1;1609459239
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-67;7;2;1609459239
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-86;5;1;1609459239
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-71;3;1;1609459239
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-57;5;3;1609459241
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-65;7;3;1609459241
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-59;5;3;1609459241
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-61;5;3;1609459241
b'eduroam';b'l1\x0e\xba\n\xa4';1;-55;5;3;1609459241
b'AAU';b'l1\x0e\xba\n\xa6';1;-58;0;3;1609459241
b'';b'l1\x0e\xba\n\xa5';1;-65;0;1;1609459241
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-60;5;2;1609459241
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-59;5;2;1609459241
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-60;5;2;1609459241
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-57;5;3;1609459241
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-72;5;1;1609459241
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-73;5;2;1609459241
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459241
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-59;5;3;1609459241
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-58;0;3;1609459241
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;2;1609459241
b'eduroam';b'l1\x0e\xf3U\xe4';6;-57;5;2;1609459241
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;2;1609459241
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-71;5;2;1609459241
b'eduroam';b'l1\x0e\xe1\x0fd';6;-71;5;2;1609459241
b'AAU';b'l1\x0e\xe1\x0ff';6;-73;0;2;1609459241
b'';b'<Q\x0e\x13\xfd\x85';6;-60;0;1;1609459241
b'';b'<Q\x0e\x13\xfd\x87';6;-60;5;1;1609459241
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-67;7;3;1609459241
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-76;3;1;1609459241
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-59;5;3;1609459244
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-59;5;2;1609459244
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-58;5;2;1609459244
b'eduroam';b'l1\x0e\xba\n\xa4';1;-58;5;2;1609459244
b'AAU';b'l1\x0e\xba\n\xa6';1;-58;0;2;1609459244
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-71;7;3;1609459244
b'';b'l1\x0e\xba\x11\x85';1;-76;0;1;1609459244
b'AAU';b'l1\x0e\xba\x11\x86';1;-82;0;1;1609459244
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-69;5;3;1609459244
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-52;5;2;1609459244
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-55;5;2;1609459244
b'Bear';b'\xc2+\xf9\xcay\x07';6;-51;5;2;1609459244
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-58;5;2;1609459244
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-69;5;2;1609459244
b'eduroam';b'l1\x0e\xf3U\xe4';6;-53;5;2;1609459244
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;2;1609459244
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-68;5;3;1609459244
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-66;5;3;1609459244
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-67;0;2;1609459244
b'';b'l1\x0e\xe1\x0fg';6;-76;5;1;1609459244
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-71;5;1;1609459244
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-72;5;1;1609459244
b'eduroam';b'l1\x0e\xe1\x0fd';6;-73;5;1;1609459244
b'AAU';b'l1\x0e\xe1\x0ff';6;-69;0;1;1609459244
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-75;7;1;1609459244
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-87;5;1;1609459244
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-73;3;1;1609459244
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-63;5;2;1609459247
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-63;5;2;1609459247
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;2;1609459247
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-64;7;2;1609459247
b'eduroam';b'l1\x0e\xba\n\xa4';1;-63;5;2;1609459247
b'AAU';b'l1\x0e\xba\n\xa6';1;-61;0;2;1609459247
b'';b'l1\x0e\xf3U\xe5';6;-57;0;1;1609459247
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-55;5;2;1609459247
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-68;5;3;1609459247
b'Bear';b'\xc2+\xf9\xcay\x07';6;-49;5;3;1609459247
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;3;1609459247
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459247
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-75;5;2;1609459247
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-68;5;3;1609459247
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;2;1609459247
b'eduroam';b'l1\x0e\xf3U\xe4';6;-58;5;2;1609459247
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;3;1609459247
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-77;5;2;1609459247
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-76;5;2;1609459247
b'eduroam';b'l1\x0e\xe1\x0fd';6;-76;5;2;1609459247
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;2;1609459247
b'AAU';b'l1\x0e\xe1\x0ff';6;-74;0;2;1609459247
b'';b'l1\x0e\xe1\x0fe';6;-76;0;1;1609459247
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-67;0;2;1609459247
b'';b'l1\x0e\xf3U\xe7';6;-58;5;1;1609459247
b'';b'l1\x0e\xe1\x0fg';6;-77;5;1;1609459247
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-71;7;2;1609459247
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-74;3;3;1609459247
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-88;5;1;1609459247
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-65;5;3;1609459249
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-66;5;3;1609459249
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-62;5;3;1609459249
b'eduroam';b'l1\x0e\xba\n\xa4';1;-64;5;2;1609459249
b'AAU';b'l1\x0e\xba\n\xa6';1;-66;0;2;1609459249
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-68;7;4;1609459249
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-54;5;2;1609459249
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-70;5;2;1609459249
b'Bear';b'\xc2+\xf9\xcay\x07';6;-52;5;1;1609459249
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-72;5;2;1609459249
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-53;5;2;1609459249
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;2;1609459249
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-70;5;3;1609459249
b'eduroam';b'l1\x0e\xf3U\xe4';6;-54;5;2;1609459249
b'AAU';b'l1\x0e\xf3U\xe6';6;-55;0;2;1609459249
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-71;5;2;1609459249
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-69;5;2;1609459249
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-70;5;2;1609459249
b'eduroam';b'l1\x0e\xe1\x0fd';6;-70;5;2;1609459249
b'AAU';b'l1\x0e\xe1\x0ff';6;-72;0;2;1609459249
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;3;1609459249
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-69;0;3;1609459249
b'';b'<Q\x0e\x13\xfd\x85';6;-68;0;1;1609459249
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-76;7;2;1609459249
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-85;5;2;1609459249
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-78;3;1;1609459249
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-61;5;2;1609459252
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-61;5;2;1609459252
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;2;1609459252
b'eduroam';b'l1\x0e\xba\n\xa4';1;-61;5;2;1609459252
b'AAU';b'l1\x0e\xba\n\xa6';1;-61;0;2;1609459252
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-62;7;2;1609459252
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-57;5;2;1609459252
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459252
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-68;5;3;1609459252
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;3;1609459252
b'Bear';b'\xc2+\xf9\xcay\x07';6;-49;5;3;1609459252
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;2;1609459252
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-70;5;2;1609459252
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459252
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-70;0;2;1609459252
b'eduroam';b'l1\x0e\xf3U\xe4';6;-57;5;2;1609459252
b'AAU';b'l1\x0e\xf3U\xe6';6;-57;0;3;1609459252
b'';b'l1\x0e\xf3U\xe7';6;-59;5;1;1609459252
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-70;7;7;1609459252
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-75;3;1;1609459252
b'';b'l1\x0e\xba\n\xa5';1;-69;0;1;1609459255
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459255
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-66;5;2;1609459255
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-66;5;2;1609459255
b'AAU';b'l1\x0e\xba\n\xa6';1;-65;0;3;1609459255
b'eduroam';b'l1\x0e\xba\n\xa4';1;-66;5;2;1609459255
b'';b'l1\x0e\xba\n\xa7';1;-64;5;1;1609459255
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-69;7;2;1609459255
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-70;5;2;1609459255
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-53;5;3;1609459255
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-52;5;3;1609459255
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;2;1609459255
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-53;5;3;1609459255
b'eduroam';b'l1\x0e\xf3U\xe4';6;-50;5;3;1609459255
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-70;5;2;1609459255
b'AAU';b'l1\x0e\xf3U\xe6';6;-52;0;3;1609459255
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459255
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-69;0;2;1609459255
b'Bear';b'\xc2+\xf9\xcay\x07';6;-47;5;1;1609459255
b'';b'l1\x0e\xf3U\xe5';6;-53;0;1;1609459255
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-80;7;1;1609459255
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-72;3;4;1609459255
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-71;7;3;1609459257
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-66;5;3;1609459257
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-66;5;3;1609459257
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-67;5;3;1609459257
b'eduroam';b'l1\x0e\xba\n\xa4';1;-66;5;3;1609459257
b'AAU';b'l1\x0e\xba\n\xa6';1;-68;0;2;1609459257
b'';b'l1\x0e\xba\n\xa5';1;-67;0;1;1609459257
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-55;5;2;1609459257
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-68;5;2;1609459257
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-55;5;2;1609459257
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;2;1609459257
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-69;5;2;1609459257
b'eduroam';b'l1\x0e\xf3U\xe4';6;-55;5;2;1609459257
b'AAU';b'l1\x0e\xf3U\xe6';6;-55;0;2;1609459257
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-69;5;2;1609459257
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;3;1609459257
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-69;0;3;1609459257
b'';b'<Q\x0e\x13\xfd\x85';6;-68;0;1;1609459257
b'';b'<Q\x0e\x13\xfd\x87';6;-71;5;1;1609459257
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-89;5;1;1609459257
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-65;5;3;1609459260
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-68;5;2;1609459260
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-68;5;2;1609459260
b'eduroam';b'l1\x0e\xba\n\xa4';1;-70;5;2;1609459260
b'AAU';b'l1\x0e\xba\n\xa6';1;-67;0;2;1609459260
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-77;7;1;1609459260
b'';b'l1\x0e\xf3U\xe7';6;-49;5;1;1609459260
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-71;5;3;1609459260
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-48;5;2;1609459260
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-48;5;2;1609459260
b'Bear';b'\xc2+\xf9\xcay\x07';6;-47;5;1;1609459260
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-72;5;3;1609459260
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-46;5;2;1609459260
b'eduroam';b'l1\x0e\xf3U\xe4';6;-48;5;2;1609459260
b'AAU';b'l1\x0e\xf3U\xe6';6;-50;0;2;1609459260
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-70;5;3;1609459260
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459260
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-71;0;2;1609459260
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-78;7;1;1609459260
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-87;5;2;1609459260
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-66;5;1;1609459263
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-70;5;1;1609459263
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-67;5;1;1609459263
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-79;5;3;1609459263
b'eduroam';b'l1\x0e\xba\n\xa4';1;-68;5;1;1609459263
b'AAU';b'l1\x0e\xba\n\xa6';1;-69;0;1;1609459263
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-69;7;3;1609459263
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-79;5;2;1609459263
b'AAU';b'l1\x0e\xe1\x0ff';1;-80;0;2;1609459263
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-79;5;1;1609459263
b'';b'l1\x0e\xe1\x0fe';1;-80;0;1;1609459263
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-71;5;2;1609459263
b'Bear';b'\xc2+\xf9\xcay\x07';6;-56;5;3;1609459263
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-73;5;2;1609459263
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-74;5;2;1609459263
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-72;5;2;1609459263
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-74;0;2;1609459263
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-85;5;1;1609459263
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-74;3;2;1609459263
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459265
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-70;5;2;1609459265
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-67;5;2;1609459265
b'eduroam';b'l1\x0e\xba\n\xa4';1;-68;5;3;1609459265
b'AAU';b'l1\x0e\xba\n\xa6';1;-68;0;3;1609459265
b'';b'l1\x0e\xba\n\xa5';1;-69;0;1;1609459265
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-82;5;1;1609459265
b'';b'l1\x0e\xba\n\xa7';1;-69;5;1;1609459265
b'yeahnet';b'\x00\x90L_\x00*';5;-86;0;1;1609459265
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-70;0;3;1609459265
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-35;5;3;1609459265
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-70;5;2;1609459265
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;2;1609459265
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-36;5;3;1609459265
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-36;5;3;1609459265
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-70;5;2;1609459265
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459265
b'eduroam';b'l1\x0e\xf3U\xe4';6;-32;5;3;1609459265
b'AAU';b'l1\x0e\xf3U\xe6';6;-35;0;2;1609459265
b'';b'<Q\x0e\x13\xfd\x87';6;-71;5;1;1609459265
b'Bear';b'\xc2+\xf9\xcay\x07';6;-46;5;2;1609459265
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-78;7;1;1609459265
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-84;5;3;1609459265
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-75;3;1;1609459265
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-77;7;4;1609459268
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-64;5;3;1609459268
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-62;5;3;1609459268
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;3;1609459268
b'eduroam';b'l1\x0e\xba\n\xa4';1;-63;5;3;1609459268
b'AAU';b'l1\x0e\xba\n\xa6';1;-64;0;2;1609459268
b'AAU';b'l1\x0e\xe1\x0ff';1;-83;0;1;1609459268
b'';b'l1\x0e\xba\n\xa5';1;-65;0;1;1609459268
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-34;5;2;1609459268
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-74;5;3;1609459268
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-33;5;2;1609459268
b'Bear';b'\xc2+\xf9\xcay\x07';6;-57;5;1;1609459268
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-74;5;3;1609459268
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-31;5;2;1609459268
b'eduroam';b'l1\x0e\xf3U\xe4';6;-32;5;2;1609459268
b'AAU';b'l1\x0e\xf3U\xe6';6;-33;0;2;1609459268
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-71;5;3;1609459268
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-71;5;3;1609459268
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-72;0;3;1609459268
b'';b'<Q\x0e\x13\xfd\x85';6;-72;0;1;1609459268
b'';b'<Q\x0e\x13\xfd\x87';6;-72;5;1;1609459268
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-78;7;2;1609459268
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-75;3;1;1609459268
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459271
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-86;5;1;1609459271
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-84;5;1;1609459271
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-69;5;2;1609459271
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-71;5;2;1609459271
b'eduroam';b'l1\x0e\xba\n\xa4';1;-69;5;2;1609459271
b'AAU';b'l1\x0e\xba\n\xa6';1;-69;0;2;1609459271
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-86;5;1;1609459271
b'eduroam';b'l1\x0e\xe1\x0fd';1;-83;5;1;1609459271
b'';b'l1\x0e\xe1\x0fe';1;-83;0;1;1609459271
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-36;5;2;1609459271
b'';b'l1\x0e\xf3U\xe5';6;-38;0;1;1609459271
b'Bear';b'\xc2+\xf9\xcay\x07';6;-60;5;3;1609459271
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-37;5;2;1609459271
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-37;5;2;1609459271
b'eduroam';b'l1\x0e\xf3U\xe4';6;-38;5;2;1609459271
b'AAU';b'l1\x0e\xf3U\xe6';6;-36;0;3;1609459271
b'';b'l1\x0e\xf3U\xe7';6;-38;5;1;1609459271
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-72;5;1;1609459271
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-75;5;2;1609459271
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-72;5;1;1609459271
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-74;5;1;1609459271
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-72;0;1;1609459271
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-81;7;1;1609459271
b'';b'l1\x0e\xba\n\xa5';1;-71;0;1;1609459273
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459273
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-70;5;2;1609459273
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-71;5;2;1609459273
b'eduroam';b'l1\x0e\xba\n\xa4';1;-68;5;2;1609459273
b'AAU';b'l1\x0e\xba\n\xa6';1;-67;0;3;1609459273
b'';b'l1\x0e\xba\n\xa7';1;-72;5;1;1609459273
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-75;7;1;1609459273
b'yeahnet';b'\x00\x90L_\x00*';5;-80;0;2;1609459273
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-38;5;3;1609459273
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-74;5;2;1609459273
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-41;5;3;1609459273
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-37;5;3;1609459273
b'eduroam';b'l1\x0e\xf3U\xe4';6;-38;5;3;1609459273
b'AAU';b'l1\x0e\xf3U\xe6';6;-40;0;3;1609459273
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-74;5;2;1609459273
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-75;5;2;1609459273
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-75;5;2;1609459273
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-76;0;2;1609459273
b'Bear';b'\xc2+\xf9\xcay\x07';6;-64;5;2;1609459273
b'';b'l1\x0e\xf3U\xe5';6;-38;0;1;1609459273
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-79;7;3;1609459273
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-89;5;1;1609459273
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-79;3;1;1609459273
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459276
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-71;5;2;1609459276
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-69;5;2;1609459276
b'eduroam';b'l1\x0e\xba\n\xa4';1;-71;5;2;1609459276
b'AAU';b'l1\x0e\xba\n\xa6';1;-73;0;2;1609459276
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-83;7;1;1609459276
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-72;5;2;1609459276
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-39;5;2;1609459276
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-40;5;2;1609459276
b'Bear';b'\xc2+\xf9\xcay\x07';6;-59;5;2;1609459276
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-39;5;2;1609459276
b'eduroam';b'l1\x0e\xf3U\xe4';6;-38;5;3;1609459276
