ssid;bssid;channel;RSSI;security;hidden;time
b'AAU';b'l1\x0e\xe1\x0ff';1;-71;0;3;1609459207
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-49;5;3;1609459207
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-69;5;2;1609459207
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-69;5;2;1609459207
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-70;5;2;1609459207
b'eduroam';b'l1\x0e\xe1\x0fd';1;-71;5;2;1609459207
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-49;5;3;1609459207
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-50;5;3;1609459207
b'eduroam';b'l1\x0e\xba\n\xa4';1;-49;5;2;1609459207
b'AAU';b'l1\x0e\xba\n\xa6';1;-50;0;2;1609459207
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-60;7;3;1609459207
b'EBF0B990';b'\n\xab\xf07\x93\xba';1;-78;0;1;1609459207
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-66;5;2;1609459207
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-66;5;2;1609459207
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-65;5;2;1609459207
b'eduroam';b'l1\x0e\xf3U\xe4';6;-68;5;2;1609459207
b'AAU';b'l1\x0e\xf3U\xe6';6;-64;0;2;1609459207
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-64;5;3;1609459207
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-64;5;3;1609459207
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-64;5;3;1609459207
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-64;5;3;1609459207
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-64;0;3;1609459207
b'';b'<Q\x0e\x13\xfd\x85';6;-67;0;1;1609459207
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-71;7;1;1609459207
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-65;3;1;1609459207
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-55;5;2;1609459210
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-71;5;1;1609459210
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;2;1609459210
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-56;5;2;1609459210
b'eduroam';b'l1\x0e\xba\n\xa4';1;-52;5;2;1609459210
b'AAU';b'l1\x0e\xba\n\xa6';1;-55;0;2;1609459210
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-64;7;2;1609459210
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-74;5;2;1609459210
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-74;5;2;1609459210
b'eduroam';b'l1\x0e\xe1\x0fd';1;-71;5;2;1609459210
b'AAU';b'l1\x0e\xe1\x0ff';1;-69;0;1;1609459210
b'EBF0B990';b'\n\xab\xf07\x93\xba';1;-81;0;2;1609459210
b'';b'l1\x0e\xe1\x0fe';1;-73;0;1;1609459210
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-58;5;2;1609459210
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-65;5;2;1609459210
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-56;5;2;1609459210
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;2;1609459210
b'Bear';b'\xc2+\xf9\xcay\x07';6;-46;5;3;1609459210
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-65;5;2;1609459210
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;3;1609459210
b'AAU';b'l1\x0e\xf3U\xe6';6;-57;0;3;1609459210
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-64;5;2;1609459210
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-64;5;2;1609459210
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-65;0;2;1609459210
b'';b'l1\x0e\xf3U\xe5';6;-58;0;1;1609459210
b'';b'l1\x0e\xf3U\xe7';6;-58;5;1;1609459210
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-69;7;2;1609459210
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-80;5;3;1609459210
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-68;3;3;1609459210
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-66;7;2;1609459212
b'AAU';b'l1\x0e\xba\n\xa6';1;-54;0;3;1609459212
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-59;5;2;1609459212
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;2;1609459212
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-76;5;3;1609459212
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-55;5;2;1609459212
b'eduroam';b'l1\x0e\xba\n\xa4';1;-55;5;2;1609459212
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-76;5;3;1609459212
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-77;5;3;1609459212
b'eduroam';b'l1\x0e\xe1\x0fd';1;-77;5;2;1609459212
b'AAU';b'l1\x0e\xe1\x0ff';1;-77;0;2;1609459212
b'';b'l1\x0e\xba\n\xa7';1;-55;5;1;1609459212
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-58;5;2;1609459212
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-58;5;3;1609459212
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-60;5;3;1609459212
b'eduroam';b'l1\x0e\xf3U\xe4';6;-58;5;3;1609459212
b'AAU';b'l1\x0e\xf3U\xe6';6;-59;0;3;1609459212
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-68;5;2;1609459212
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-65;5;2;1609459212
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-63;5;2;1609459212
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-65;5;2;1609459212
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-62;0;2;1609459212
b'Bear';b'\xc2+\xf9\xcay\x07';6;-57;5;2;1609459212
b'';b'l1\x0e\xf3U\xe5';6;-60;0;1;1609459212
b'';b'l1\x0e\xf3U\xe7';6;-59;5;1;1609459212
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-68;7;3;1609459212
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-65;3;3;1609459212
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-72;5;3;1609459215
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-64;7;3;1609459215
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-76;5;1;1609459215
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-56;5;2;1609459215
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-75;5;3;1609459215
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;2;1609459215
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-56;5;2;1609459215
b'eduroam';b'l1\x0e\xba\n\xa4';1;-56;5;2;1609459215
b'AAU';b'l1\x0e\xba\n\xa6';1;-55;0;2;1609459215
b'eduroam';b'l1\x0e\xe1\x0fd';1;-74;5;3;1609459215
b'AAU';b'l1\x0e\xe1\x0ff';1;-72;0;3;1609459215
b'';b'l1\x0e\xe1\x0fe';1;-75;0;1;1609459215
b'';b'l1\x0e\xe1\x0fg';1;-73;5;1;1609459215
b'eduroam';b'l1\x0e\xba\x11\x84';1;-83;5;1;1609459215
b'';b'l1\x0e\xf3U\xe5';6;-54;0;1;1609459215
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-65;5;3;1609459215
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-53;5;2;1609459215
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-65;5;3;1609459215
b'Bear';b'\xc2+\xf9\xcay\x07';6;-53;5;1;1609459215
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-56;5;2;1609459215
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-56;5;2;1609459215
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-65;5;2;1609459215
b'eduroam';b'l1\x0e\xf3U\xe4';6;-54;5;2;1609459215
b'AAU';b'l1\x0e\xf3U\xe6';6;-54;0;3;1609459215
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-66;5;2;1609459215
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-64;0;2;1609459215
b'';b'l1\x0e\xf3U\xe7';6;-56;5;1;1609459215
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-68;7;4;1609459215
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-84;5;2;1609459215
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-73;7;3;1609459218
b'';b'l1\x0e\xba\n\xa5';1;-62;0;1;1609459218
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-63;5;2;1609459218
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-64;5;2;1609459218
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;2;1609459218
b'eduroam';b'l1\x0e\xba\n\xa4';1;-63;5;2;1609459218
b'AAU';b'l1\x0e\xba\n\xa6';1;-61;0;3;1609459218
b'AAU';b'l1\x0e\xe1\x0ff';1;-79;0;1;1609459218
b'';b'l1\x0e\xba\n\xa7';1;-62;5;1;1609459218
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-64;5;3;1609459218
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-63;5;3;1609459218
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-62;5;3;1609459218
b'eduroam';b'l1\x0e\xf3U\xe4';6;-60;5;3;1609459218
b'AAU';b'l1\x0e\xf3U\xe6';6;-61;0;3;1609459218
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-69;5;2;1609459218
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;2;1609459218
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-68;5;2;1609459218
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;2;1609459218
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-68;0;2;1609459218
b'Bear';b'\xc2+\xf9\xcay\x07';6;-44;5;1;1609459218
b'';b'l1\x0e\xf3U\xe5';6;-69;0;1;1609459218
b'';b'l1\x0e\xf3U\xe7';6;-64;5;1;1609459218
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-89;5;1;1609459218
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-70;3;3;1609459218
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-73;7;2;1609459220
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-59;5;3;1609459220
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;4;1609459220
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-59;5;2;1609459220
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-77;5;2;1609459220
b'eduroam';b'l1\x0e\xba\n\xa4';1;-56;5;3;1609459220
b'AAU';b'l1\x0e\xba\n\xa6';1;-57;0;3;1609459220
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-81;5;2;1609459220
b'AAU';b'l1\x0e\xe1\x0ff';1;-76;0;2;1609459220
b'eduroam';b'l1\x0e\xe1\x0fd';1;-81;5;1;1609459220
b'';b'l1\x0e\xba\n\xa5';1;-58;0;1;1609459220
b'';b'l1\x0e\xba\n\xa7';1;-56;5;1;1609459220
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-68;5;2;1609459220
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-56;5;3;1609459220
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-53;5;3;1609459220
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-57;5;2;1609459220
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;2;1609459220
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-65;5;2;1609459220
b'AAU';b'l1\x0e\xf3U\xe6';6;-59;0;2;1609459220
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-66;5;2;1609459220
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-60;5;3;1609459220
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-66;0;3;1609459220
b'';b'<Q\x0e\x13\xfd\x85';6;-63;0;1;1609459220
b'';b'<Q\x0e\x13\xfd\x87';6;-66;5;1;1609459220
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-77;7;4;1609459220
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-74;3;2;1609459220
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-61;5;3;1609459223
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-76;5;2;1609459223
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-62;5;3;1609459223
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-75;5;2;1609459223
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;2;1609459223
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-73;5;2;1609459223
b'eduroam';b'l1\x0e\xe1\x0fd';1;-73;5;2;1609459223
b'eduroam';b'l1\x0e\xba\n\xa4';1;-61;5;2;1609459223
b'AAU';b'l1\x0e\xe1\x0ff';1;-73;0;3;1609459223
b'AAU';b'l1\x0e\xba\n\xa6';1;-60;0;2;1609459223
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-67;7;3;1609459223
b'';b'l1\x0e\xe1\x0fg';1;-76;5;1;1609459223
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-63;5;2;1609459223
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459223
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-61;5;2;1609459223
b'eduroam';b'l1\x0e\xf3U\xe4';6;-60;5;2;1609459223
b'AAU';b'l1\x0e\xf3U\xe6';6;-61;0;2;1609459223
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-71;5;3;1609459223
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;3;1609459223
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-68;5;3;1609459223
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-66;5;3;1609459223
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-70;0;3;1609459223
b'Bear';b'\xc2+\xf9\xcay\x07';6;-47;5;1;1609459223
b'';b'<Q\x0e\x13\xfd\x85';6;-72;0;1;1609459223
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-76;7;1;1609459223
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-84;5;1;1609459223
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-61;5;2;1609459225
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-77;5;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-63;5;2;1609459225
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-63;5;2;1609459225
b'eduroam';b'l1\x0e\xba\n\xa4';1;-64;5;2;1609459225
b'AAU';b'l1\x0e\xba\n\xa6';1;-63;0;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-75;5;1;1609459225
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-66;7;2;1609459225
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-71;5;2;1609459225
b'eduroam';b'l1\x0e\xe1\x0fd';1;-75;5;1;1609459225
b'';b'l1\x0e\xe1\x0fe';1;-73;0;1;1609459225
b'AAU';b'l1\x0e\xe1\x0ff';1;-71;0;2;1609459225
b'';b'l1\x0e\xe1\x0fg';1;-76;5;1;1609459225
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-64;5;3;1609459225
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-56;5;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-55;5;2;1609459225
b'Bear';b'\xc2+\xf9\xcay\x07';6;-43;5;3;1609459225
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-55;5;2;1609459225
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-65;5;2;1609459225
b'eduroam';b'l1\x0e\xf3U\xe4';6;-58;5;2;1609459225
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-69;5;2;1609459225
b'AAU';b'l1\x0e\xf3U\xe6';6;-56;0;3;1609459225
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-64;5;2;1609459225
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-67;0;2;1609459225
b'';b'l1\x0e\xf3U\xe5';6;-56;0;1;1609459225
b'';b'l1\x0e\xf3U\xe7';6;-59;5;1;1609459225
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-78;7;1;1609459225
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-73;3;1;1609459225
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-65;5;2;1609459228
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-68;7;2;1609459228
b'AAU';b'l1\x0e\xba\n\xa6';1;-63;0;3;1609459228
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-64;5;2;1609459228
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-64;5;2;1609459228
b'eduroam';b'l1\x0e\xba\n\xa4';1;-63;5;2;1609459228
b'';b'l1\x0e\xba\n\xa7';1;-65;5;1;1609459228
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-80;5;1;1609459228
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-81;5;1;1609459228
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-70;5;3;1609459228
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-51;5;2;1609459228
b'Bear';b'\xc2+\xf9\xcay\x07';6;-43;5;2;1609459228
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-50;5;3;1609459228
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-67;5;2;1609459228
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-51;5;3;1609459228
b'eduroam';b'l1\x0e\xf3U\xe4';6;-50;5;3;1609459228
b'AAU';b'l1\x0e\xf3U\xe6';6;-49;0;3;1609459228
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-66;5;2;1609459228
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459228
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-66;0;2;1609459228
b'';b'l1\x0e\xf3U\xe5';6;-52;0;1;1609459228
b'';b'l1\x0e\xf3U\xe7';6;-52;5;1;1609459228
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-76;7;1;1609459228
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-88;5;1;1609459228
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-79;7;2;1609459231
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-78;5;2;1609459231
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-79;5;2;1609459231
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-79;5;2;1609459231
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;1;1609459231
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-68;5;1;1609459231
b'eduroam';b'l1\x0e\xba\n\xa4';1;-70;5;1;1609459231
b'eduroam';b'l1\x0e\xe1\x0fd';1;-79;5;1;1609459231
b'AAU';b'l1\x0e\xe1\x0ff';1;-79;0;1;1609459231
b'';b'l1\x0e\xba\n\xa7';1;-69;5;1;1609459231
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-76;5;1;1609459231
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-50;5;1;1609459231
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-72;5;1;1609459231
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-48;5;1;1609459231
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-72;5;1;1609459231
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-49;5;2;1609459231
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-73;5;1;1609459231
b'eduroam';b'l1\x0e\xf3U\xe4';6;-47;5;2;1609459231
b'AAU';b'l1\x0e\xf3U\xe6';6;-43;0;2;1609459231
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-73;0;2;1609459231
b'';b'<Q\x0e\x13\xfd\x87';6;-75;5;1;1609459231
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-86;5;2;1609459231
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-72;3;2;1609459231
b'AAU';b'l1\x0e\xe1\x0ff';1;-78;0;3;1609459233
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-61;5;3;1609459233
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-77;5;2;1609459233
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-64;5;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-64;5;3;1609459233
b'eduroam';b'l1\x0e\xba\n\xa4';1;-65;5;2;1609459233
b'AAU';b'l1\x0e\xba\n\xa6';1;-64;0;2;1609459233
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-67;7;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-76;5;2;1609459233
b'eduroam';b'l1\x0e\xe1\x0fd';1;-78;5;2;1609459233
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-75;5;1;1609459233
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-70;5;3;1609459233
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-69;5;3;1609459233
b'AAU';b'l1\x0e\xf3U\xe6';6;-49;0;3;1609459233
b'Bear';b'\xc2+\xf9\xcay\x07';6;-58;5;1;1609459233
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-71;5;2;1609459233
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-49;5;2;1609459233
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-49;5;2;1609459233
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-49;5;2;1609459233
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-69;0;3;1609459233
b'eduroam';b'l1\x0e\xf3U\xe4';6;-49;5;2;1609459233
b'';b'<Q\x0e\x13\xfd\x85';6;-74;0;1;1609459233
b'';b'<Q\x0e\x13\xfd\x87';6;-74;5;1;1609459233
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-81;7;1;1609459233
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-80;5;1;1609459233
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-81;3;2;1609459233
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;2;1609459236
b'AAU-1x';b'l1\x0e\xe1\x0f`';1;-81;5;1;1609459236
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-66;5;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-68;5;2;1609459236
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';1;-81;5;2;1609459236
b'eduroam';b'l1\x0e\xba\n\xa4';1;-66;5;2;1609459236
b'AAU';b'l1\x0e\xba\n\xa6';1;-69;0;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-79;5;1;1609459236
b'eduroam';b'l1\x0e\xe1\x0fd';1;-80;5;3;1609459236
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-68;7;2;1609459236
b'AAU';b'l1\x0e\xe1\x0ff';1;-80;0;1;1609459236
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-47;5;2;1609459236
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-44;5;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-47;5;2;1609459236
b'Bear';b'\xc2+\xf9\xcay\x07';6;-49;5;3;1609459236
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-75;5;3;1609459236
b'eduroam';b'l1\x0e\xf3U\xe4';6;-47;5;2;1609459236
b'AAU';b'l1\x0e\xf3U\xe6';6;-44;0;3;1609459236
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-74;5;3;1609459236
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-74;5;3;1609459236
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-75;5;2;1609459236
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-74;0;2;1609459236
b'';b'l1\x0e\xf3U\xe7';6;-47;5;1;1609459236
b'TELLO-F251F6';b'4\xd2b\xf2Q\xf6';8;-60;0;6;1609459236
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-82;7;2;1609459236
b'AAU';b'l1\x0e\xba\n\xa6';1;-72;0;3;1609459239
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-73;5;2;1609459239
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-74;5;2;1609459239
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-75;5;2;1609459239
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';1;-83;5;1;1609459239
b'eduroam';b'l1\x0e\xba\n\xa4';1;-73;5;2;1609459239
b'eduroam';b'l1\x0e\xe1\x0fd';1;-82;5;2;1609459239
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-77;7;1;1609459239
b'yeahnet';b'\x00\x90L_\x00*';5;-81;0;2;1609459239
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-49;5;2;1609459239
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-50;5;3;1609459239
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-48;5;3;1609459239
b'eduroam';b'l1\x0e\xf3U\xe4';6;-50;5;3;1609459239
b'AAU';b'l1\x0e\xf3U\xe6';6;-49;0;3;1609459239
b'Bear';b'\xc2+\xf9\xcay\x07';6;-47;5;3;1609459239
b'';b'l1\x0e\xf3U\xe5';6;-49;0;1;1609459239
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-76;5;1;1609459239
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-76;5;1;1609459239
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-76;5;1;1609459239
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-76;5;1;1609459239
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-74;0;1;1609459239
b'';b'l1\x0e\xf3U\xe7';6;-52;5;1;1609459239
b'TELLO-F251F6';b'4\xd2b\xf2Q\xf6';8;-55;0;6;1609459239
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-81;3;1;1609459239
b'AAU';b'l1\x0e\xba\n\xa6';1;-67;0;3;1609459241
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-69;5;1;1609459241
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-67;5;2;1609459241
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-67;5;2;1609459241
